,,,,,,,,Identifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tycho,,,,,,,2MASS,,,,,,,,,,,,,,,,ALLWISE,,,,,,,,,,,,,,,,,,,,Colours,,,,Gaia,,,,,,,,,,,,,,,,,,JSDC,,,,,Quality/paper,,,,,,,,,,,,,,,,,,,,,
Period,Science,Sequence,Dup_tar,Primary,Ref_ID_1,Ref_ID_2,Ref_ID_3,HD_ID,Bayer_ID,Tycho_ID,2MASS_ID,ALLWISE,GaiaDR2_ID,GaiaDR3_ID,HP,,SpT,SpT_q,SpT_simple,Teff,e_teff,logg,e_logg,FeH_abs,FeH_rel,e_FeH_rel,vtur,e_vtur,vsini,teff_source,teff_bib_ref,logg_source,logg_bib_ref,feh_source,feh_bib_ref,vsini_source,vsini_bib_ref,Hpmag,e_Hpmag,BTmag,e_BTmag,VTmag,e_VTmag,tyc_notes,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Cflg,Prox,2MASS_notes,ALLWISE_ID,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,snr1,snr2,snr3,snr4,sat1,sat2,sat3,sat4,ccf,qph,ALLWISE_confidence,J-K,BT-VT,W1-W4,W3-W4,RA,DEC,Plx,e_Plx,PmRA,PmDEC,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Dist,Gaia_comment,Plx_alt,e_Plx_alt,alt_plx_source,JSDC_LDD,e_JSDC_LDD,LDDCHI,CAlFlag,LDD_rel,Quality,Quality_reason,exclusion_reason,in_paper,Comments,,,,,,,,,,,,,,,,,
106,FALSE,Faint,FALSE,HR_2342,,,,HD45512,,TYC  736-866-1,2MASS J06281881+1018141,J062818.83+101813.7,3327563059754786048,3327563059754786048,HD45512,2MASS J06281881+1018141,K2III-IV,C,K2III,,,,,,,,,,,,,,,,,,,6.3282,0.0013,7.664,0.016,6.286,0.01,,4.319,0.29,0.29,530677,3.689,0.224,0.224,465919,3.562,0.266,0.266,249241,DDD,000,34.7,,J062818.83+101813.7, 3.565, 0.441, 3.219, 0.145, 3.520, 0.015, 3.480, 0.025,    2.5,    7.5,   74.3,    43.4, 0.253, 0.247, 0.030, 0.000,0000,CBAA,,0.757,1.378,0.085,0.04,97.07851023,10.30370242,11.87963351,0.11674352,27.49125156,-43.44698899,FALSE,5.831321,0.001073253,6.4048066,0.001685909,5.1178675,0.002119777,84.17768097,,11.78830314,0.052480278,Gaia DR2,0.975456,0.094704,0.0132154,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,FALSE,HR_2391,,,,HD4849,,TYC 7538-711-1,2MASS J00500376-4323417,J005003.77-432341.7,4985824231651870080,4985824231651870080,HD4849,2MASS J00500376-4323417,A9/F0III,D,A9III,,,,,,,,,,,,,,,,,,,6.5686,0.001,6.825,0.015,6.512,0.01,,5.926,0.019,0.026,153826,5.896,0.037,0.04,75077.5,5.776,0.019,0.024,44260.9,AAA,000,15.9,,J005003.77-432341.7, 5.789, 0.136, 5.643, 0.053, 5.805, 0.015, 5.716, 0.044,    8.0,   20.5,   72.8,    24.6, 0.190, 0.137, 0.000, 0.000,0000,BAAA,,0.15,0.313,0.073,0.089,12.51575558,-43.39486761,10.29178869,0.10426909,8.708390531,22.43607861,TRUE,6.4376984,1.90E-04,6.5680084,4.88E-04,6.1841497,7.86E-04,97.16483989,,10.11409296,0.057814318,Gaia DR2,0.266506,0.007174,0.455938,4,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,TRUE,Both,FALSE,rho_Pup,,,,HD67523,rho Pup,TYC 6555-3245-1,2MASS J08073264-2418154,J080732.59-241814.8,5698015743040715264,5698015743046182272,HD67523,2MASS J08073264-2418154,F5IIkF2IImF5II,C,F5II,6346,,2.396,,7.535,0.085,,,,15,,,,,,,,,2.9157,0.0038,3.322,0.014,2.842,0.009,,2.171,0.316,0.316,1000000,2.084,0.208,0.208,1000000,2.022,0.254,0.254,1000000,DCD,000,50,,J080732.59-241814.8,-0.227,      ,-0.061,      , 1.961, 0.019, 1.856, 0.014,    0.3,    0.9,   58.7,    78.4, 0.264, 0.233, 0.232, 0.000,hh00,UUAA,,0.149,0.48,-2.083,0.105,121.88563,-24.30411555,51.39988628,0.2445377,-82.88573139,46.92999525,FALSE,2.7505891,0.002330039,3.302004,0.027607223,2.5121741,0.014427274,19.45529596,,49.67593342,0.540625041,Gaia DR2,1.588167,0.167906,0.00967187,4,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Both,FALSE,HR_3317,,,,HD71231,,TYC 6002-1632-1,2MASS J08253936-1726219,J082539.34-172621.6,5708283120053959808,5708283120053959808,HD71231,2MASS J08253936-1726219,K1III,C,K1III,,,,,,,,,,,,,,,,,,,6.6006,8.00E-04,8.055,0.016,6.56,0.01,,4.571,0.232,0.232,483092,3.873,0.256,0.256,379936,3.782,0.23,0.23,210678,DDD,000,22.2,,J082539.34-172621.6, 3.631, 0.465, 3.332, 0.220, 3.621, 0.014, 3.554, 0.025,    2.3,    4.9,   78.4,    43.4, 0.232, 0.209, 0.026, 0.000,0000,CBAA,,0.789,1.495,0.077,0.067,126.4139565,-17.43941411,4.428635845,0.023768242,-11.18796812,-1.523435566,FALSE,6.0866137,2.71E-04,6.692686,0.001185755,5.3441873,0.001030408,225.8031672,,4.341492767,0.033057157,Gaia DR2,0.877822,0.07571,0.0518675,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,FALSE,HD_65181,,,,HD65181,,TYC 6557-896-1,2MASS J07563773-2524515,J075637.75-252451.7,5698256673536180352,5698256673527959936,HD65181,2MASS J07563773-2524515,K3III,C,K3III,,,,,,,,,,,,,,,,,,,,,9.534,0.018,7.739,0.01,,5.059,0.033,0.037,353859,4.406,0.29,0.29,317329,4.095,0.033,0.036,169208,EDE,000,24.1,,J075637.75-252451.7, 4.062, 0.390, 3.811, 0.217, 4.045, 0.017, 3.980, 0.024,    2.8,    5.0,   63.6,    44.4, 0.231, 0.228, 0.000, 0.000,0h00,CBAA,,0.964,1.795,0.082,0.065,119.1572099,-25.41434583,1.838190386,0.018077975,-1.350121115,-4.543546397,FALSE,7.0451875,1.66E-04,7.8202176,5.17E-04,6.1874404,3.90E-04,544.0132903,,1.705138212,0.031990178,Gaia DR2,0.788209,0.076531,0.0456345,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,FALSE,HD_70942,,,,HD70942,,TYC 6006-4295-1,2MASS J08240840-1908089,J082408.35-190809.8,5707448315851133184,5707448315852774016,HD70942,2MASS J08240840-1908089,K0III,C,K0III,,,,,,,,,,,,,,,,,,,7.0449,0.0015,8.45,0.017,7.019,0.011,,4.932,0.254,0.254,371219,4.137,0.228,0.228,392744,4.045,0.25,0.25,177182,DDD,000,30.2,,J082408.35-190809.8, 3.885, 0.320, 3.568, 0.161, 3.879, 0.015, 3.816, 0.024,    3.4,    6.7,   71.5,    46.0, 0.213, 0.212, 0.000, 0.000,0000,BBAA,,0.887,1.431,0.069,0.063,126.0347387,-19.13615766,4.343029766,0.02149692,-59.44126946,-69.01687888,TRUE,6.50289,1.28E-04,7.134554,4.88E-04,5.7356195,5.07E-04,230.2540056,,4.340368349,0.034539061,Gaia DR2,0.769955,0.06592,0.146231,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,HD_59936,,,,HD59936,,TYC 5987-557-1,2MASS J07313017-1930408,J073130.18-193040.7,5716554093201800832,5716554093201800832,HD59936,2MASS J07313017-1930408,K2III,C,K2III,,,,,,,,,,,,,,,,,,,7.6416,0.0014,9.535,0.02,7.719,0.011,,5.025,0.276,0.276,286702,3.955,0.272,0.272,340338,3.823,0.278,0.278,217380,DDD,00d,29.7,,J073130.18-193040.7, 3.523, 0.384, 3.348, 0.270, 3.515, 0.016, 3.399, 0.025,    2.8,    4.0,   69.9,    44.0, 0.245, 0.220, 0.043, 0.000,000d,CBAA,,1.202,1.816,0.124,0.116,112.875702,-19.51131061,0.717247949,0.018735778,-4.671678406,1.895464999,FALSE,6.894827,2.39E-04,7.7793765,7.32E-04,5.969451,7.60E-04,1394.217998,,0.660932565,0.030582374,Gaia DR2,0.899452,0.083878,0.366727,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,HD  63734,,,,HD  63734,,TYC 5989-2854-1,2MASS J07494076-1930199,J074940.74-193019.8,5715806665811908608,5715806665811908608,HD63734,2MASS J07494076-1930199,K2III,C,K2III,,,,,,,,,,,,,,,,,,,6.6512,0.001,8.09,0.015,6.617,0.009,,4.821,0.258,0.258,456068,4.094,0.238,0.238,485635,3.945,0.236,0.236,208171,DDD,d00,24.2,,J074940.74-193019.8, 3.676, 0.409, 3.318, 0.283, 3.686, 0.015, 3.602, 0.023,    2.7,    3.8,   73.5,    46.3, 0.239, 0.224, 0.015, 0.000,0h00,CBAA,,0.876,1.473,0.074,0.084,117.4195494,-19.50558067,8.455784732,0.019284135,-61.13962304,-14.12844072,FALSE,6.107049,2.86E-04,6.713671,0.001410773,5.3635316,0.001098751,118.2622349,,8.378753048,0.029850024,Gaia DR2,0.793818,0.068972,0.128599,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,TRUE,Both,FALSE,psi_Vel,psivela,HD82434a,,HD82434,psi Vel A,TYC 7696-2620-1,2MASS J09304200-4028004,J093041.81-402759.7,5426587107145955712,5426587107145955712,HD82434,2MASS J09304200-4028004,F3VFe-0.7,C,F3V,6837,,3.77,,,,,,,201,,,,,,,,,3.6577,0.0004,4.006,0.002,3.624,0.002,,2.822,0.296,0.296,1000000,2.7,0.234,0.234,1000000,2.673,0.268,0.268,671769,DDD,000,44.4,,J093041.81-402759.7, 1.553,      , 1.190,      , 2.682, 0.020, 2.613, 0.023,    1.1,    1.2,   53.5,    47.6, 0.227, 0.233, 0.051, 0.000,HHH0,UUAA,,0.149,0.382,-1.06,0.069,142.6736972,-40.46646597,54.6059,,-178.488,93.5,FALSE,3.784305,0.003686,3.7071326,"0.008135	",3.1872914,0.006012,,,,,,1.18E+00,9.920121,0.013,,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Both,FALSE,HR_3729,,,,HD81134,,TYC 7695-1553-1,2MASS J09223657-3946311,J092236.51-394630.1,5429538196359139840,5429538196359139840,HD81134,2MASS J09223657-3946311,K2III,C,K2III,,,,,,,,,,,,,,,,,,,6.6964,8.00E-04,7.984,0.016,6.642,0.009,,4.92,0.3,0.3,362602,4.368,0.075,0.076,306697,4.205,0.298,0.298,169598,DED,000,24.5,,J092236.51-394630.1, 3.946, 0.366, 3.739, 0.211, 3.981, 0.015, 3.912, 0.024,    3.0,    5.1,   71.4,    45.2, 0.207, 0.211, 0.000, 0.000,0000,CBAA,,0.715,1.342,0.034,0.069,140.651941,-39.7750203,7.382725224,0.01664867,-76.15512155,59.66136684,FALSE,6.2287793,1.36E-04,6.7739024,6.56E-04,5.5312037,0.001272499,135.4513367,,7.320121081,0.028842634,Gaia DR2,0.705168,0.070718,0.012711,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,FALSE,HD_76437,,,,HD76437,,TYC 7146-1932-1,2MASS J08550165-3408356,J085501.66-340836.1,5627625042988938112,5627625042988938112,HD76437,2MASS J08550165-3408356,K1III,C,K1III,,,,,,,,,,,,,,,,,,,7.3183,0.001,8.596,0.016,7.27,0.01,,5.295,0.013,0.021,247988,4.748,0.003,0.015,194854,4.601,0.009,0.017,99087.8,AAA,000,15.6,,J085501.66-340836.1, 4.468, 0.294, 4.315, 0.163, 4.563, 0.014, 4.499, 0.025,    3.7,    6.7,   75.8,    43.6, 0.212, 0.215, 0.000, 0.000,0000,BBAA,,0.694,1.326,-0.031,0.064,133.7569295,-34.14348727,8.012899024,0.016646551,4.837771225,-63.9699822,FALSE,6.8497763,1.13E-04,7.397968,4.35E-04,6.1508718,3.46E-04,124.7987772,,7.956334606,0.031634118,Gaia DR2,0.59828,0.013002,0.201713,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,FALSE,HD_84369,,,,HD84369,,TYC 7697-3285-1,2MASS J09434454-4114260,J094344.56-411426.6,5431414890909314432,5431414890909314432,HD84369,2MASS J09434454-4114260,K2III,C,K2III,,,,,,,,,,,,,,,,,,,7.7357,0.0013,9.253,0.017,7.721,0.011,,5.349,0.015,0.023,220206,4.71,0.041,0.044,175756,4.474,0.015,0.021,127885,AEA,000,20.8,,J094344.56-411426.6, 4.375, 0.309, 3.783, 0.085, 4.459, 0.015, 4.404, 0.024,    3.5,   12.8,   71.5,    45.8, 0.205, 0.207, 0.000, 0.000,0000,BAAA,,0.875,1.532,-0.029,0.055,145.9356209,-41.24075377,3.567858639,0.03289669,0.105867816,-44.24561252,FALSE,7.166883,1.43E-04,7.8338556,6.10E-04,6.378039,5.60E-04,280.2801628,,3.512212801,0.032303503,Gaia DR2,0.648798,0.016322,0.953039,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,TRUE,Both,FALSE,alf_CMi,alfcmi,,,HD61421,alf Cmi,TYC  187-2184-1,2MASS J07391805+0513298,J073917.65+051320.4,,,HD61421,2MASS J07391805+0513298,F5IV-V+DQZ,C,F5IV,6456,,4.198,,,0.011,,,,3,,,,,,,,,0.4607,0.0017,,,0.461,0.002,,-0.498,0.15,0.151,1000000,-0.666,0.27,0.27,1000000,-0.658,0.322,0.322,1000000,BDD,000,154,,J073917.65+051320.4,-1.193,      ,-1.487,      ,-0.425, 0.427,-0.637, 0.005,    0.0,    0.2,    2.5,   200.6, 0.310, 0.262, 0.329, 0.064,hh00,UUCA,,0.16,-0.461,-0.556,0.212,"	114.82549791",5.22498756,284.56,1.26,,,,,,,,,,3.514197357,,284.56,1.26,2007A&A...474..653V,5.665395,0.612658,0.0192643,4,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,HR_2729,,,,HD55751,,TYC  167-4147-1,2MASS J07142006+0306411,J071420.07+030641.1,3115290829498908288,3115290829498908288,HD55751,2MASS J07142006+0306411,K0III,C,K0III,,,,,,,,,,,,,,,,,,,5.5307,6.00E-04,6.917,0.015,5.48,0.009,,3.468,0.236,0.236,1000000,2.927,0.192,0.192,1000000,2.675,0.234,0.234,1000000,DCD,000,34.5,,J071420.07+030641.1, 1.686,      , 1.184,      , 2.645, 0.012, 2.580, 0.020,    1.4,    1.1,   91.9,    54.5, 0.272, 0.226, 0.105, 0.000,hh00,UUAA,,0.793,1.437,-0.894,0.065,108.5835754,3.111407905,4.215075293,0.14276962,-4.346214824,-2.105793599,FALSE,5.0089965,0.001291198,5.612632,0.001201282,4.2950644,0.002302143,237.2436862,,5.186602542,0.170854692,Gaia DR2,1.403156,0.11213,0.0581588,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,HD_63241,,,,HD63241,,TYC  188-285-1,2MASS J07480342+0524354,J074803.43+052435.0,3137799103829904384,3137799103829904384,HD63241,2MASS J07480342+0524354,K0,E,K0,,,,,,,,,,,,,,,,,,,6.7324,0.0011,8.728,0.021,6.787,0.011,,3.983,0.264,0.264,920937,3.056,0.194,0.194,991996,2.85,0.258,0.258,633024,DCD,000,37.1,,J074803.43+052435.0, 1.514,      , 1.571,      , 2.681, 0.015, 2.596, 0.017,    0.9,    1.4,   72.3,    65.2, 0.271, 0.237, 0.118, 0.000,HHH0,UUAA,,1.133,1.941,-1.082,0.085,117.0142385,5.40969563,2.350954669,0.037575718,-1.478866673,-26.12180248,FALSE,5.976413,3.20E-04,6.8814497,0.001441455,5.031241,0.002063585,425.3591161,,2.027000126,0.050595932,Gaia DR2,1.38004,0.122539,0.210344,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,27_Mon,,,,HD65695,,TYC 4837-3335-1,2MASS J07594415-0340464,J075942.95-034047.8,3068999225306100480,3068999225306100480,HD65695,2MASS J07594415-0340464,K1III,C,K1III,,,,,,,,,,,,,,,,,,,5.0967,6.00E-04,6.485,0.014,5.069,0.009,,2.996,0.294,0.294,1000000,2.336,0.252,0.252,1000000,2.192,0.276,0.276,943235,DDD,000,63.8,,J075942.95-034047.8, 6.500, 0.072, 5.171, 0.060, 5.865, 0.015, 3.635, 0.025,   15.1,   18.1,   74.3,    42.7, 0.246, 0.213, 0.000, 0.000,dddd,AAAA,,0.804,1.416,2.865,2.23,119.9337316,-3.679597614,10.36449175,0.114399366,-53.77232723,-2.687431411,FALSE,4.560082,7.66E-04,5.1861773,9.13E-04,3.8117592,0.003044243,96.48326463,,10.24243073,0.179076568,Gaia DR2,1.817591,0.178783,0.0247167,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,TRUE,Both,FALSE,psi Vel A,psivela,HD82434a,,HD82434,psi Vel A,TYC 7696-2620-1,2MASS J09304200-4028004,J093041.81-402759.7,5426587107145955712,5426587107145955712,HD82434,2MASS J09304200-4028004,F3VFe-0.7,C,F3V,6837,,3.77,,,,,,,201,,,,,,,,,3.6577,0.0004,4.006,0.002,3.624,0.002,,2.822,0.296,0.296,1000000,2.7,0.234,0.234,1000000,2.673,0.268,0.268,671769,DDD,000,44.4,,J093041.81-402759.7, 1.553,      , 1.190,      , 2.682, 0.020, 2.613, 0.023,    1.1,    1.2,   53.5,    47.6, 0.227, 0.233, 0.051, 0.000,HHH0,UUAA,,0.149,0.382,-1.06,0.069,142.6736972,-40.46646597,54.6059,,-178.488,93.5,FALSE,3.784305,0.003686,3.7071326,"0.008135	",3.1872914,0.006012,,,,,,1.18E+00,9.920121,0.013,,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,HD_79810,,,,HD79810,,TYC 7690-827-1,2MASS J09144372-4327532,J091443.69-432752.9,5427012343272768384,5427012343272768384,HD79810,2MASS J09144372-4327532,K0III,C,K0III,,,,,,,,,,,,,,,,,,,6.972,8.00E-04,8.271,0.015,6.927,0.01,,5.109,0.26,0.26,274682,4.417,0.218,0.218,238292,4.239,0.021,0.026,153398,DDE,000,17.4,,J091443.69-432752.9, 4.167, 0.358, 4.003, 0.180, 4.200, 0.015, 4.145, 0.024,    3.0,    6.0,   74.7,    44.5, 0.213, 0.209, 0.000, 0.000,hh00,CBAA,,0.87,1.344,0.022,0.055,138.6818877,-43.46463915,6.830682303,0.018078463,-37.18623201,39.53476383,FALSE,6.506522,1.46E-04,7.054814,4.45E-04,5.7963386,5.47E-04,146.3982594,,6.818906135,0.02576997,Gaia DR2,0.674994,0.059076,0.128232,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,HD_84900,,,,HD84900,,TYC 7172-1623-1,2MASS J09473650-3314370,J094736.58-331437.7,5438948985099203328,5438948985099203328,HD84900,2MASS J09473650-3314370,K0III,C,K0III,,,,,,,,,,,,,,,,,,,6.7972,6.00E-04,7.897,0.014,6.741,0.009,,5.103,0.278,0.278,276204,4.544,0.258,0.258,211987,4.499,0.27,0.27,120731,DDD,00d,24.1,,J094736.58-331437.7, 4.252, 0.320, 4.027, 0.188, 4.298, 0.014, 4.229, 0.026,    3.4,    5.8,   76.0,    41.6, 0.212, 0.214, 0.000, 0.000,0000,BBAA,,0.604,1.156,0.023,0.069,146.9023995,-33.24390398,4.057056028,0.017971074,50.62134096,-50.30768692,FALSE,6.3750153,9.27E-05,6.864489,3.89E-04,5.7203417,4.67E-04,246.4841484,,4.009288536,0.035332207,Gaia DR2,0.614205,0.057277,0.0122794,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Both,FALSE,HR_3729,,,,HD81134,,TYC 7695-1553-1,2MASS J09223657-3946311,J092236.51-394630.1,5429538196359139840,5429538196359139840,HD81134,2MASS J09223657-3946311,K2III,C,K2III,,,,,,,,,,,,,,,,,,,6.6964,8.00E-04,7.984,0.016,6.642,0.009,,4.92,0.3,0.3,362602,4.368,0.075,0.076,306697,4.205,0.298,0.298,169598,DED,000,24.5,,J092236.51-394630.1, 3.946, 0.366, 3.739, 0.211, 3.981, 0.015, 3.912, 0.024,    3.0,    5.1,   71.4,    45.2, 0.207, 0.211, 0.000, 0.000,0000,CBAA,,0.715,1.342,0.034,0.069,140.651941,-39.7750203,7.382725224,0.01664867,-76.15512155,59.66136684,FALSE,6.2287793,1.36E-04,6.7739024,6.56E-04,5.5312037,0.001272499,135.4513367,,7.320121081,0.028842634,Gaia DR2,0.705168,0.070718,0.012711,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
