bootstrap_i,duration_seconds,end_time,error_message,error_type,ldd_csv,n_e_pred_LDD_nan,n_ldd_targets,n_nights,n_pred_LDD_nan,n_result_files_after,n_result_files_before,n_result_files_created,n_sequences,n_visibility_files,start_time,status,traceback_file,txt_log,visibility_csv,visibility_pdf
107,266.540415,2026-07-12 15:36:34.088318,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_107_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 15:32:07.547903,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_107_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_107_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_107_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_107.pdf
108,268.457123,2026-07-12 15:41:02.545684,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_108_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 15:36:34.088561,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_108_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_108_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_108_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_108.pdf
109,266.813055,2026-07-12 15:45:29.358972,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_109_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 15:41:02.545917,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_109_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_109_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_109_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_109.pdf
110,265.976626,2026-07-12 15:49:55.335808,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_110_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 15:45:29.359182,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_110_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_110_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_110_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_110.pdf
111,266.215859,2026-07-12 15:54:21.551953,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_111_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 15:49:55.336094,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_111_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_111_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_111_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_111.pdf
112,350.816228,2026-07-12 16:00:12.368425,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_112_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 15:54:21.552197,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_112_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_112_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_112_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_112.pdf
113,350.372244,2026-07-12 16:06:02.740897,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_113_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:00:12.368653,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_113_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_113_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_113_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_113.pdf
114,351.42828,2026-07-12 16:11:54.169408,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_114_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:06:02.741128,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_114_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_114_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_114_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_114.pdf
115,351.481978,2026-07-12 16:17:45.651577,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_115_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:11:54.169599,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_115_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_115_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_115_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_115.pdf
116,351.399866,2026-07-12 16:23:37.051673,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_116_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:17:45.651807,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_116_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_116_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_116_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_116.pdf
117,267.734514,2026-07-12 16:28:04.786423,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_117_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:23:37.051909,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_117_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_117_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_117_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_117.pdf
118,265.785516,2026-07-12 16:32:30.572174,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_118_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:28:04.786658,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_118_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_118_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_118_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_118.pdf
119,266.854127,2026-07-12 16:36:57.426548,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_119_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:32:30.572421,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_119_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_119_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_119_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_119.pdf
120,267.325747,2026-07-12 16:41:24.752523,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_120_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:36:57.426776,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_120_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_120_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_120_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_120.pdf
121,265.094113,2026-07-12 16:45:49.846859,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_121_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:41:24.752746,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_121_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_121_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_121_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_121.pdf
122,266.343873,2026-07-12 16:50:16.190967,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_122_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:45:49.847094,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_122_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_122_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_122_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_122.pdf
123,267.225535,2026-07-12 16:54:43.416719,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_123_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:50:16.191184,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_123_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_123_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_123_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_123.pdf
124,266.444873,2026-07-12 16:59:09.861806,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_124_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:54:43.416933,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_124_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_124_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_124_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_124.pdf
125,267.496081,2026-07-12 17:03:37.358131,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_125_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 16:59:09.862050,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_125_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_125_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_125_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_125.pdf
126,266.175314,2026-07-12 17:08:03.533676,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_126_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:03:37.358362,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_126_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_126_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_126_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_126.pdf
127,266.193762,2026-07-12 17:12:29.727673,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_127_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:08:03.533911,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_127_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_127_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_127_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_127.pdf
128,448.081156,2026-07-12 17:19:57.809058,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_128_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:12:29.727902,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_128_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_128_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_128_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_128.pdf
129,351.477042,2026-07-12 17:25:49.286308,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_129_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:19:57.809266,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_129_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_129_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_129_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_129.pdf
130,351.650847,2026-07-12 17:31:40.937381,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_130_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:25:49.286534,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_130_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_130_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_130_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_130.pdf
131,352.530054,2026-07-12 17:37:33.467671,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_131_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:31:40.937617,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_131_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_131_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_131_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_131.pdf
132,353.030233,2026-07-12 17:43:26.498106,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_132_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:37:33.467873,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_132_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_132_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_132_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_132.pdf
133,352.192702,2026-07-12 17:49:18.691032,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_133_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:43:26.498330,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_133_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_133_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_133_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_133.pdf
134,352.966956,2026-07-12 17:55:11.658198,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_134_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:49:18.691242,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_134_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_134_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_134_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_134.pdf
135,352.83734,2026-07-12 18:01:04.495770,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_135_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 17:55:11.658430,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_135_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_135_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_135_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_135.pdf
136,350.43961,2026-07-12 18:06:54.935587,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_136_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 18:01:04.495977,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_136_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_136_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_136_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_136.pdf
137,352.487819,2026-07-12 18:12:47.423603,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_137_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 18:06:54.935784,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_137_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_137_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_137_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_137.pdf
138,351.487454,2026-07-12 18:18:38.911287,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_138_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 18:12:47.423833,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_138_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_138_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_138_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_138.pdf
139,351.076089,2026-07-12 18:24:29.987631,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_139_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 18:18:38.911542,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_139_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_139_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_139_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_139.pdf
140,351.634112,2026-07-12 18:30:21.621948,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_140_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 18:24:29.987836,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_140_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_140_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_140_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_140.pdf
141,351.254736,2026-07-12 18:36:12.876915,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_141_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 18:30:21.622179,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_141_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_141_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_141_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_141.pdf
142,353.012129,2026-07-12 18:42:05.889268,,,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_142_ldd_inputs.csv,1,84,16,1,87,87,0,22,87,2026-07-12 18:36:12.877139,OK,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_142_traceback.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/bootstrap_142_log.txt,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_142_summary.csv,/home2/ihernand/Desktop/reach/results/26-07-10_i500/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_142.pdf
